slug,title,image,thumbnails,cutting_price,price,sku,capacity,description/0,brand,box,connecting_wire,kit_included,warranty_period,inverter,home_features,horse_power,room_size,power_consumption,model,warranty_type,product_warranty,color_family,short_description_en,name_en,description_en,imported,product_warranty_en,quantity,delivery_option_economy,special_price,special_from_date,special_to_date,seller_promotion,package_weight,package_length,package_width,package_height,tax_class,hazmat,express_delivery
12g-ultron-ecomfort-plus-inverter-air-conditioner-10-ton-sand-silver,12G - Ultron Ecomfort Plus Inverter Air Conditioner - 1.0 Ton - Sand Silver,https://static-01.daraz.pk/p/edd7f4bb921756b0458f14d6435889eb.jpg_340x340q80.jpg_.webp,https://static-01.daraz.pk/p/edd7f4bb921756b0458f14d6435889eb.jpg_80x80q80.jpg_.webp,,"Rs. 57,000",110188307_PK-1260928484,N/A,N/A,Orient,"Indoor Unit, Outdoor Unit, Remote, Batteries, Indoor Unit Wall Mount, Manual(s), Warranty Card",No,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
gree-15-ton-dc-inverter-heat-and-cool-r-410a-air-conditioner-black,Gree 1.5 Ton Dc Inverter Heat & Cool R-410A Air Conditioner-Black,https://static-01.daraz.pk/original/b242f74759346c44b0d7a5b0df5bfbde.jpg_340x340q80.jpg_.webp,https://static-01.daraz.pk/original/b242f74759346c44b0d7a5b0df5bfbde.jpg_80x80q80.jpg_.webp,,"Rs. 77,000",GR678HL10ZXOCNAFAMZ-4701308,1.5 Ton / 18000 BTU,"In 1991, Gree set out to make the world a cooler place. To this end, we’ve become a global leader in air conditioners, developing some of the most advanced commercial and residential air conditioners in the world. Based in Zhuhai, China, we’re now the world’s largest specialized air conditioner company integrating R&D, manufacturing, sales and service. It’s our mission to innovate and create new ways to help people live well and stay comfortable no matter where they live, work or play. Today, we’ve developed some of the world’s most energy-efficient and technically advanced air conditioners. From the 2008 Beijing Olympic Games Media Village to the main stadium of the 2010 Africa World Cup, Gree is trusted to help people stay comfortable in the most extreme environments. Residentially, we’ve created wonders of technology that are just as contemporary, beautiful and efficient. Every day, over 100 million customers stay cool with Gree air conditioners.",Gree,"1 x Indoor, 1 x Outdoor, 1 x Remote Controller, 1 x Warranty Card",N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,"EN
3 year compressor & 1 year parts warranty",N/A,N/A,N/A,N/A,N/A,3 year compressor & 1 year parts warranty,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
orient-ultron-series-dc-inverter-air-conditioner-os-19k7-psb-in-hc-15-ton-silver,Orient Ultron Series DC Inverter Air Conditioner OS-19K7 PSB IN-HC - 1.5 Ton - Silver,https://static-01.daraz.pk/original/d436670d7ec365f3ffb56301d3ec69d3.jpg_340x340q80.jpg_.webp,https://static-01.daraz.pk/original/d436670d7ec365f3ffb56301d3ec69d3.jpg_80x80q80.jpg_.webp,,"Rs. 57,693",OR771HL12UVGKNAFAMZ-2219524,N/A,"Revolutionary AC
Orient DC Inverter is a revolution in Air-Conditioning technology. Features like Heat and Cool, Low Voltage Operation and Energy Saving make this AC one of the best machines available in the market. Whether it is winter or summer, Orient DC Inverter the Heat & Cool function of the AC serves you all year round. Orient DC Inverter has the capacity to work on voltage as low as 140v. Low voltage operation makes it the most reliable AC available in the market.

Powerful Cooling
Advanced inverter technology along with extended air-throw and multi-bend heat exchanger makes cooling efficient. A powerful boost gives you an extra amount of cooling anytime you want with the amazing Turbo Feature.

Eco Friendly
Due to its energy efficiency and nature friendly refrigerant gas the AC protects environment as well as purifies your room atmosphere. Innovative Inverter technology requires low torque that enables it to run on low capacity generators and UPS. So buy this product online in Pakistan at an affordable price, exclusively from our Daraz.pk store!

Cooling
Rated Capacity: 5200 (2200-5700) W
Rated Power Consumption: 1640 (550-2200) W
Running Current: 7.1 (2.5-9.7) A
SEER: 3.6
Heating
Rated Capacity: 5200 (2400-6000) W
Rated Power Consumption: 1600 (600-2300) W
Running Current: 7.1 (2.6-10.2) A
SEER: 3.6
Electrical Details
Rated Voltage: 220-240V
Rated Frequency: 1PH, 50HZ
Technical-Information: Technical Information
Max Piping (Length/Height): 10ft./9ft.
Refrigerant: R410 A
Low Voltage
Low Voltage Operation: Yes (140 V)
Room
Max Room Size: 150 Sq.ft",Orient,1x Indoor 1x out door unit 1 warranty card 1x user manual 1x remote 1x wall mount Indoor bracket 1x Installation kit,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
kenwood-kenwood-kei-2423s-eicon-split-cool-tropical-ac-20-ton-white,Kenwood Kenwood KEI-2423S - eICON Split - Cool - Tropical AC - 2.0 Ton - White,https://static-01.daraz.pk/p/25f71d50a6b9aa90998ab28689dba973.jpg_340x340q80.jpg_.webp,https://static-01.daraz.pk/p/25f71d50a6b9aa90998ab28689dba973.jpg_80x80q80.jpg_.webp,"Rs. 76,100","Rs. 69,999",KE755HL09DEQSNAFAMZ-3940292,2 Ton / 24000 BTU,"Bringing innovation to Pakistan's Electronics Industry

Kenwood fall under the umbrella of RNI Electrical Appliances (Pvt). Ltd. R&I Electrical Appliances has come a long way since its inception some 13 years ago. With a humble beginning, it grew from a small company with three people into a growing entity that employs hundreds of people.

The combined product range of our brands includes all kitchen, home and power appliances and aim at helping you uplift your comfort and standard of living.

Specifications:
Capacity: 2.0 Ton
AC Functionality: Cooling
AC Design: Wall Mount
Cooling Capacity: 24000 BTU
Gas: R410-a
Applied Room Size: 160 - 220 sq.ft.
Current: 9 A
Voltage: 180 - 200 V
Free Installation Service:

Free Installation is only available for those items where Installation offer is displayed. Free Installation is available in Karachi, Lahore & Islamabad only. After the product has been delivered, you are welcome to contact one of our authorized service engineers to facilitate the installation. You can find details of the installation partners and their coverage areas in the link shared below. Installation TAT is typically 2-5 days depending on the location and the partner.

When booking an installation with one of our partners, you must always provide your order number. If any free installation offer is available, we will need the order number for identification. Click on the link to avail free installation offer:https://www.daraz.pk/installation-services/

EMI (Easy Monthly Installment)

Find it difficult to make the payment in full? Daraz.pk offers you with the service of Easy Monthly Instalments. You can shop whatever you like and pay in installments with our payment partners for any purchases equal or over PKR 10,000. The EMI facility does not have any markup, processing fee or hidden charges. With the EMIInstallment Calculator, you can easily figure out the monthly payment as per the tenure.

Q. How to order on EMI via Credit Cards?

A.You need to place an order through Daraz.pk website or Daraz.pk App and on the checkout page in the payment selection tab simply choose the following and enter your card details.

EMI 3 Months
EMI 6 Months
EMI 12 Months",Kenwood,1 X Split AC1 X Warranty Card1 X Manual1 X Remote Set,No,No,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,"EN
03 Year Compressor Warranty01 Year Parts Warranty",N/A,N/A,N/A,N/A,N/A,03 Year Compressor Warranty01 Year Parts Warranty,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
split-ac-egrande-30-saving,Split Ac Egrande 30% Saving,https://static-01.daraz.pk/p/fa84489b987d79f175e240c2825b1448.jpg_340x340q80.jpg_.webp,https://static-01.daraz.pk/p/fa84489b987d79f175e240c2825b1448.jpg_80x80q80.jpg_.webp,,"Rs. 44,000",121672919_PK-1277574665,N/A,Split Ac Egrande 30% Saving,Kenwood,Split Ac Egrande 30% Saving,Yes,Yes,N/A,N/A,N/A,N/A,N/A,N/A,Split Ac Egrande 30% Saving,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
gree-split-ac-gs-18lm4-410lvs-15-ton-white,Gree Split AC GS-18LM4-410LVS 1.5 Ton White,https://static-01.daraz.pk/original/f2bdf15f8c716eab6d5dd8c705a0c62f.jpg_340x340q80.jpg_.webp,https://static-01.daraz.pk/original/f2bdf15f8c716eab6d5dd8c705a0c62f.jpg_80x80q80.jpg_.webp,,"Rs. 61,000",128262036_PK-1287211466,1.5 Ton / 18000 BTU,"Elegant White Glossy Finish

Golden Fin Condenser
Poweful & Tropical Compressor

Brand: Gree


",Gree,1x Split AC GS-18LM4-410LVS 1.5 Ton White,Yes,Yes,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
tcl-standard-air-conditioner-10-ton-white,TCL Standard Air Conditioner - 1.0 Ton - White,https://static-01.daraz.pk/original/054d5380b864c9f2c0cdbb1637653c5c.jpg_340x340q80.jpg_.webp,https://static-01.daraz.pk/original/054d5380b864c9f2c0cdbb1637653c5c.jpg_80x80q80.jpg_.webp,,"Rs. 35,900",TC855HL1KOE7ONAFAMZ-1948220,1 Ton / 12000 BTU,"The Creative Life

TCL is the abbreviation of the three English words- The Creative Life, meaning creation moves the life.

TCL Corporation Co., Ltd. is one of China’s largest business groups of consumer electronics operating in a global scale. TCL Corporation (000100. SZ) is listed as a whole, which owns three listed companies: TCL Multimedia Technology (01070. HK), TCL Communication Technology (02618. HK), TCL Display Technology (00334.HK) and Tonly Electronics (01249. HK).Currently, it has formed five industries of TCL Multimedia, Communications, CSOT, Home Appliance Group and Tonly Electronics, as well as Systems Technology Business Division, Techne Group, Emerging Business Group, Investment Group, Highly Information Industry, Financial Business Division and other business segments.

Summer Would be Cooler than Ever!

This Inverter Split Air Conditioner will make this summer cooler than ever with it’s instant cooling and amazing efficiency. The amazing is at your service to keep the terrible heat out while providing terrific cooling in.




Super Cooling!

Experience winters in the scorching heat of summer! Yes, your unthinkable dream has been successfully translated into concrete reality, as this Air Conditioner at your very disposal, to make your life cooler and peaceful. This AC is certainly the right choice, is a reliable choice and the right pick for anyone who wants the best for their household.

Specifications
General Parameters  

Ton:1
Heat Cool Technology
BTU: 12000

Main Parts  

Compressor
Free Installation Services:
Free Installation is Only available on those items where Installation offer is displayed.
Free Installation is available in Karachi, Lahore & Islamabad Only

After the product has been delivered, you are welcome to contact one of our authorized service engineers to facilitate the installation. You can find details of the installation partners and their coverage areas in the link shared below. Installation TAT is typically 2-5 days depending on the location and the partner.

When booking an installation with one of our partners, you must always provide your order number. If any free installation offer is available, we will need the order number for identification.

Click on the link to avail free installation offer: https://www.daraz.pk/installation-services/",TCL,1 x Air Conditioner - 1.0Ton - White1 x Remote1 x Manual Book1 x Warranty Card,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,"EN
1 year parts3 years compressor",N/A,N/A,N/A,N/A,N/A,1 year parts3 years compressor,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
haier-15-ton-hsu-18hfad012usdc-ups-self-cleaning-turbo-cooling-air-conditioner,Haier 1.5 Ton HSU-18HFAD/012USDC - UPS - Self Cleaning - Turbo Cooling Air Conditioner,https://static-01.daraz.pk/p/6b2d14d727f86a4a0f5439627a29b6af.jpg_340x340q80.jpg_.webp,https://static-01.daraz.pk/p/6b2d14d727f86a4a0f5439627a29b6af.jpg_80x80q80.jpg_.webp,,"Rs. 88,499",113004860_PK-1264668404,N/A,,Haier,"1 x Outdoor, 1 x Indoor, 1 x User Manual, 1 x Warranty Card, 1 x Remote Control",Yes,Yes,N/A,N/A,N/A,N/A,N/A,N/A,HSU-18HFAD,N/A,"EN
5 Years Compressor & 1 Year Parts",N/A,N/A,N/A,N/A,N/A,5 Years Compressor & 1 Year Parts,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
gree-g10-1-ton-inverter-gs-11cith3f-split-ac,Gree G10 1 Ton Inverter GS-11CITH3F Split AC,https://static-01.daraz.pk/p/b4d4d03f11b0d089ef734a0b3292ef72.jpg_340x340q80.jpg_.webp,https://static-01.daraz.pk/p/b4d4d03f11b0d089ef734a0b3292ef72.jpg_80x80q80.jpg_.webp,,"Rs. 60,743",131723355_PK-1291749542,N/A,"Turbo Cooling

BTU Capacity 11000 BTU Compressor W 3300 Low Voltage Startup 150V Eco Friendly Refrigerant R410A Energy Efficient Class A+ 60% Electricity saving BTU/H Capacity (Cooling) 13000 Output Capacity (Cooling) 3800 Power Input (W) (Cooling) 1400 BTU/H Capacity (Heating) 13650 Output Capacity (Heating) 4000 Power Input (W) (Heating) 1500

 

4 Way Air Outlet

 

3 Sleep Curves

 

High Reliability

 

Ultra High Frequency Control

 

Ceiling Cooling and Floor Heating System

 

Integrated Design

 

Dual Installation (Both sides option)

 

Auto Restart",Gree,1 x AC 1 x Warranty Card 1 x Manual 1 x Remote,Yes,Yes,N/A,N/A,N/A,N/A,N/A,N/A,GS-11CITH3F,N/A,"EN
3 Years",N/A,N/A,N/A,N/A,N/A,3 Years,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
tcl-tac-24chskei-residential-inverter-air-conditioner-20ton-white,TCL TAC-24CHS/KEI - Residential Inverter Air Conditioner - 2.0Ton - White,https://static-01.daraz.pk/original/a864217170b1a0b9be24899d30d0d729.jpg_340x340q80.jpg_.webp,https://static-01.daraz.pk/original/a864217170b1a0b9be24899d30d0d729.jpg_80x80q80.jpg_.webp,,"Rs. 119,990",TC855EL01IJBGNAFAMZ-1607792,N/A,"TAC-24CHS/KEI - Residential Inverter Air Conditioner - 2.0Ton 
Full DC Inverter divider mounted Heat/Cool split aeration and cooling systems, Large size indoor and open air units for higher warmth trade, Efficient and vitality sparing cooling and warming, Low Voltage begin, High EER. High Capacity DC compressor, Super Quite, Supe Efficient, Gold balance Evaporator and gold balance condenser for rust free operation, Full copper associating channels, Upto 60% vitality sparing.



Technical Specifications:
Type: Wall split system
Mode: cooling / heating
Rec Area: 75 m up
Cooling Mode Power: 7,534 kW / 25700 BTU / h 
Power Heating Mode: 7,66 kW / 26100 BTU / h 
Preonis Type: R410a (1720 grams) 
Cooling Space (M / M): 75 m up - 24BTU / h
Temperature: Cooling / Heating
Voltage:: 220 V
Frequency:: 50 Hz
Energy Efficiency Class (Cooling / Heating): A / A - energy 
Efficiency EER: 3.28 W
Energy Efficiency COP: 3.78 W
The Inner Block Size: 103.3 x 31.3 x 20.2 cm
External Block Size: 90.2 x 65 x 30.7 cm
Internal Components Weight: 14 kg 
External Unit Weight: 52 kg 
Internal Blocks Of Color: White",TCL,1 x TAC-24CHS/KEI - Residential Inverter Air Conditioner - 2.0 Ton - White 1 x Remote 1 x Manual Book 1 x Warranty Card,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"EN
1 Year part 3 years compressor",N/A,N/A,N/A,N/A,N/A,1 Year part 3 years compressor,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
12k-invert-o-eco-dc-inverter-air-conditioner-silver,12K-Invert-O - Eco - Dc Inverter Air Conditioner - Silver,https://static-01.daraz.pk/p/f3234f475d1dcbeb789aad0fa764ba8a.jpg_340x340q80.jpg_.webp,https://static-01.daraz.pk/p/f3234f475d1dcbeb789aad0fa764ba8a.jpg_80x80q80.jpg_.webp,,"Rs. 50,000",121662923_PK-1277546956,N/A,12K-Invert-O - Eco - Dc Inverter Air Conditioner - Silver,PEL,"Inverter Split, 10 f.t Pipe, Remote, Warranty Card, User Manual",Yes,Yes,N/A,Air Conditioner - Silver,N/A,N/A,N/A,N/A,12K-Invert-O - Eco - Dc Inverter Air Conditioner - Silver,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
kenwood-split-inverter-ac-15-ton-tropical-75-white-five-dimension-inverter-kes-1820s,Kenwood Split Inverter AC - 1.5 ton - Tropical - 75% - White - Five Dimension Inverter KES-1820S,https://static-01.daraz.pk/original/03329c10af844f578b0f22f2c0ebba20.jpg_340x340q80.jpg_.webp,https://static-01.daraz.pk/original/03329c10af844f578b0f22f2c0ebba20.jpg_80x80q80.jpg_.webp,,"Rs. 96,300",KE755HL0BFEHINAFAMZ-5506305,1.5 Ton / 18000 BTU,"The new eSmart is a highly efficient and robust machine which has been designed to ensure energy saving upto 75%. With its matt finish japanese polish design, the 7 star machine is equipped with intelligent technology that allows the user to operate AC fr",Wrranty 3 Year Compressor Wrranty,1 x Split Inverter AC - 1.5 ton1 x AC compressor1 x AC remote1 x Manual book,No,No,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,"EN
1 Year Brand Wrranty 3 Year Compressor Wrranty",N/A,N/A,N/A,N/A,N/A,1 Year Brand Wrranty 3 Year Compressor Wrranty,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
gree-inverter-split-air-conditioner-gs-12cith2g-1-ton-grey,Gree Inverter Split Air Conditioner - GS-12CITH2G - 1 Ton - Grey,https://static-01.daraz.pk/original/d1ca06206f38d7d0fe75538c810634f2.jpg_340x340q80.jpg_.webp,https://static-01.daraz.pk/original/d1ca06206f38d7d0fe75538c810634f2.jpg_80x80q80.jpg_.webp,,"Rs. 56,999",GR678HL09LA50NAFAMZ-1678697,1 Ton / 12000 BTU,"Key Features
Brand Warranty
Auto Restart
Fire Proof Electric Box
High Temperature Resistence PCB
Turbo Cooling
4 Way Air Outle",Gree,1 x GS-12CITH2G - Inverter Split Air Conditioner - 1 Ton - Grey1 x Manual Book1 x Warranty Card,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,"EN
BRAND WARRANTY",N/A,N/A,N/A,N/A,N/A,BRAND WARRANTY,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
orient-floor-standing-air-conditioner-40-ton-0s-48-mj-white-brand-warranty,Orient Floor Standing Air Conditioner - 4.0 Ton - 0S-48 MJ - White (Brand Warranty),https://static-01.daraz.pk/original/d50678f5cca1346d19cd6ebd9e39f9b1.jpg_340x340q80.jpg_.webp,https://static-01.daraz.pk/original/d50678f5cca1346d19cd6ebd9e39f9b1.jpg_80x80q80.jpg_.webp,,"Rs. 139,000",OR771HL097QK8NAFAMZ-1811520,N/A,"Description

Function	
	Cooling
Cooling Capacity	
Cooling (Btu/h)	48000
Capacity (KW)	14
Heating	
	no
Electrical Parts	
Voltage (V)	380
Frequency (Ph)	50
Phase (Hz)	3
Power Input (W)	5050
Operating Current (A)	8.2
Performance	
EER (Btu/W-h-W/W)	8.2-2.4
COP (W/W)	-
Air Flow Volume (m cube /h)	1750
Noise Level Indoor (Hi-Med-Lo) dB(A)	50-44
Applicable Area (m square)	80-112",Orient,Manual + Warranty,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"EN
3 Year Compressor, 1 Year Parts",N/A,N/A,N/A,N/A,N/A,"3 Year Compressor, 1 Year Parts",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
orient-floor-standing-air-conditioner-40-ton-os-48-s3-new-white-brand-warranty,Orient Floor Standing Air Conditioner - 4.0 Ton - OS-48 S3 (New) - White (Brand Warranty),https://static-01.daraz.pk/original/d50678f5cca1346d19cd6ebd9e39f9b1.jpg_340x340q80.jpg_.webp,https://static-01.daraz.pk/original/d50678f5cca1346d19cd6ebd9e39f9b1.jpg_80x80q80.jpg_.webp,,"Rs. 137,000",OR771HL1D5X94NAFAMZ-1811597,N/A,"Cooling Capacity	
Cooling (Btu/h)	48000
Capacity (KW)	14.1
Heating	
	no
Electrical Parts	
Voltage (V)	380
Frequency (Ph)	50
Phase (Hz)	3
Power Input (W)	5100
Operating Current (A)	8.6
Performance	
EER (Btu/W-h-W/W)	9.4-2.75
COP (W/W)	-
Air Flow Volume (m cube /h)	2000
Noise Level Indoor (Hi-Med-Lo) dB(A)	48-45-42
Applicable Area (m square)	80-112",Orient,Manual + Warranty,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"EN
3 Year Compressor, 1 Year Parts",N/A,N/A,N/A,N/A,N/A,"3 Year Compressor, 1 Year Parts",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
