TITLE,URL,IMAGE,PRICE,SKU,DESCRIPTION,BRAND,BOX,WIRE,KIT,WARRANTY,INVERTER,FEATURES,TYPE,HOME FEATURES,HORSE POWER,ROOM SIZE,POWER CONSUMPTION,MODEL
GREE 18CITH13 W,www.daraz.pk/products/gree-inverter-split-ac-15-ton-18cith13-w-i115202351-s1266984334.html?search=1,https://static-01.daraz.pk/p/85c886e36915e0151e7f4c3ec82133d4.jpg_340x340q80.jpg_.webp,"Rs. 85,499",115202351_PK-1266984334,"1.5 Ton Cooling Capacity
White Glossy Textured Finish
Heat and Cool AC
Latest Powerful G-10 Inverter
Low Voltage Start up – 150V
Eco Friendly Refrigerant R410a
Auto Voltage Adaptation (150-260 V)
3 Sleep Curves
Double Layer Condenser",Gree,"1 X WARRANTY CARD,1 X MANUAL BOOK,1 X REMOTE,1 X FITTING,1 X INDOOR,1 X OUTDOOR",Yes,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,18CITH13 W
Gree GS-18CITH G10 Inverter Split Air Conditioner Heat & Cool 1.5 Ton,www.daraz.pk/products/gree-gs-18cith-g10-inverter-split-air-conditioner-heat-cool-15-ton-i134131163-s1294502389.html?search=1,https://static-01.daraz.pk/p/433c79e3de881c233e579643b1363639.jpg_340x340q80.jpg_.webp,"Rs. 82,899",134131163_PK-1294502389,"Specifications:

GENERAL SPECS




 Cooling Power in Tons  

	

1.5 Ton




 Inverter  

	

Yes




 GENERAL




 Airflow  

	

4-Way Air




 Cold Media  

	

-




 Cooling effect  

	

Heat and Cool Function




 Dehumidification  

	

-




 Energy efficiency class  

	

60% Electricity saving




 Heating  

	

Yes




 Maximum local Volume (Recommendation)  




 Noise level  

	

Ultra Low Noise Control




 Power consumption  

	

-




 Temperature  

	

-




 Timer  

	

-




 Number of hours  

	

-




 Voltage  

	

150V




 Water tank  

	

-




 Cooling Capacity (BTU)  

	

18000 BTU




 Cooling Power in Tons  

	

1.5 Ton




 Type

	

Wall Mounted




  Air Purification  

	

-




 Inverter  

	

Yes




 Color  

	

-




 FEATURES




 Display  

	

LED display




 Functions  

	

Heat & Cool




 MISCELLANEOUS




 Remote control  

	

Yes

 

Warranty:

1 Year Parts
3 Years Compressor",Gree,"1 x indoor, 1 x outdoor, 1 x warranty card, 1 x remote",Yes,Yes,N/A,Yes,Inverter,N/A,N/A,N/A,N/A,N/A,GS-18CITH
Gree G10 Inverter 1.5 Ton (18000 BTU) GS-18CITH2/2G Split Air Conditioner,www.daraz.pk/products/gree-g10-inverter-15-ton-18000-btu-gs-18cith22g-split-air-conditioner-i109324039-s1259442545.html?search=1,https://static-01.daraz.pk/p/f4644a3367e1fd146204a18c92b64d70.jpg_340x340q80.jpg_.webp,"Rs. 95,999",109324039_PK-1259442545,"Specifications
BTU Capacity 1.5 Ton(18000BTU)
Compressor W 5300
Low Voltage Startup 150V
Eco Friendly Refrigerant R410A
Energy Efficient Class A+ 60% Electricity saving
Auto Voltage Adaptation 150V-260V
BTU/H Capacity (Cooling) 19100
Output Capacity (Cooling) 5600
Power Input (W) (Cooling) 2100
BTU/H Capacity (Heating) 22550
Output Capacity (Heating) 6600
Power Input (W) (Heating) 2200",Gree,"Inner Unit, Outer Unit, Remote, Batteries, Wall Mounts for Inner, Set of Screws, Installation Pipes, Manual(s), Warranty Card",No,No,N/A,Yes,Inverter,Multi Split System 3,Best for Home and Office 60% to 75% Energy Saving,18000,>380 Sqft,2200,G10
Gree GS-18LMH5L - 1.5 Ton Cool non Inverter AC,www.daraz.pk/products/new-gree-non-inverter-ac-15ton-gs-18lmh5l-i109430736-s1259714267.html?search=1,https://static-01.daraz.pk/p/9ef2a3e42ce267e9ef61957252b07b2b.jpg_340x340q80.jpg_.webp,"Rs. 77,500",109430736_PK-1259714267,"General	Brand	Gree
	Warranty	3 + 1 (3 Years Compressor + 1 Year Parts)
	Return	No
	Exchange	No
	Vendor	Mustafa Electronics
		",Gree,AC,N/A,N/A,N/A,",Timer,Fast Cooling,Silent Mode,Sensor Control","Inverter,Timer,Fast Cooling,Silent Mode,Sensor Control",Single Split System,N/A,N/A,N/A,N/A,GS-18LMH5L
Gree Floor Standing GF-48FW - Floor Standing Low Voltage Startup Series - White,www.daraz.pk/products/gree-floor-standing-gf-48fw-floor-standing-low-voltage-startup-series-white-i106364064-s1254400160.html?search=1,https://static-01.daraz.pk/p/d0fa4e4c38b2974797ca9d8d25d509c5.jpg_340x340q80.jpg_.webp,"Rs. 220,000",106364064_PK-1254400160,"Gree Floor Standing GF-48FW - Floor Standing Low Voltage Startup Series - White

 

BTU Capacity	

48000 BTU


Compressor W	

14068", Warranty,"Floor air conditioner,warranty card,manuak",No,No,03 Year Brand Warranty,N/A,N/A,Floor Standing Type Conditioner,N/A,4,N/A,N/A,Floor Standing Cool Only Series
Gree 1.0 Ton Heat & Cool DC Inverter Air conditioner 12CITH,www.daraz.pk/products/gree-10-ton-heat-cool-dc-inverter-air-conditioner-12cith-i114536248-s1266322653.html?search=1,https://static-01.daraz.pk/p/6ee1ea4102ae7f6bfb4daafea4ef0b35.jpg_340x340q80.jpg_.webp,"Rs. 72,000",114536248_PK-1266322653,"Summer Would be Cooler than Ever!

This Inverter Split Air Conditioner will make this summer cooler than ever with it’s instant cooling and amazing efficiency. The amazing is at your service to keep the terrible heat out while providing terrific cooling in.

Loaded with Finesse & Style

A visually appealing addition to the room never goes unnoticed, the ultimate inverter AC offers a wide range of superb features with a great look that will add on to your rooms.

Electricity Bill is No Worry!

The Inverter Split Air Conditioner starts on a low voltage and does not take the budget out of your range. This Inverter AC has every feature that makes life easier for you. While you provide the best way to prevent heat to your home this summer, it will take care of your pocket.",Gree,1 x split air conditioner 1 x warranty card,Yes,No,1 Year Parts & 3 years Compressor,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12CITH
Gree 2 Ton Inverter Air Conditioner GS-24FITH,www.daraz.pk/products/gree-2-ton-inverter-feri-air-conditioner-gs-24fith-i109916409-s1260530842.html?search=1,https://static-01.daraz.pk/p/bf9f439c75fda525476026864876c072.jpg_340x340q80.jpg_.webp,"Rs. 121,000",109916409_PK-1260530842,"Elegant White Finish
Curved Elegant Design
3D Air Flow
Wi-Fi Enabled
1st European Compliant Heat and Cool AC
Latest Powerful Generation-10 Inverters
Energy Efficient Class A+ (Up to 60% Electricity Saving)
Low Voltage Startup – 150V
Ultra Low Frequency Torque Control
State-of-the-art High Speed DSP Chip
Precise Temperature Control
Faster Cooling And Heating
Big Indoor (1 Meter)
Hidden Led Display
Cold Plasma Generator
Fire Proof
Intellegent Defrost
I-Feel
Ceiling Cooling and Floor Heating System
Power Factor Correction Technology Upt to 99%
Turbo Mode
Sleep Mode
Timer
Auto Restart
Child Lock

Gree24FITH 2 Ton Inverter Air Conditioner is equipped with latest powerful g10 inverter technology that saves energy by up to 60%.

Gree Fairy Series Inverter AC is also equipped with low frequency torque control, precise temperature controls, state of the art high speed dsp chip,precise temperature Control, faster cooling and heating, wide frequency precise control, power factor correction technology, ultra low noise control, computer stimulation control, high reliability, ultra high frequency control, ceiling cooling and floor heating system, integrated design, dual installation option, auto restart function, fire proof electric box,high temperature resistance, turbo cooling,3 sleep curves and double layer condenser.

Specifications

BTU Capacity2 Ton (24000)Compressor W7034Low Voltage Startup150VEco Friendly RefrigerantR410AEnergy Efficient Class A+60% Electricity savingAuto Voltage Adaptation150V-260VBTU/H Capacity (Cooling)24000Output Capacity (Cooling)7000Power Input (W) (Cooling)2500BTU/H Capacity (Heating)28000Output Capacity (Heating)8200Power Input (W) (Heating)2700

Capacity: 2ton/24000 BTU Heat & Cool Functions Latest Powerful G-10 Inverter Ultra Low-Frequency Torque Control Precise Temperature Control Faster Cooling And Heating"," Warranty Parts : 1 Year, Compressor : 3 Years","Indoor Unit, Outdoor Unit, Remote, Batteries, Wall Mount for Inner, Set of Screws, Manual(s), Warranty Card",No,No,"Brand Warranty Parts : 1 Year, Compressor : 3 Years",Yes,N/A,N/A,N/A,N/A,N/A,N/A,GS-24FITH
Gree Gree GS-12LM -1 Ton Air Conditioner - White,www.daraz.pk/products/gree-gree-gs-12lm-1-ton-air-conditioner-white-i2963008-s12038325.html?search=1,https://static-01.daraz.pk/p/bb96b1a299d6de43cc8de61c5a703950.jpg_340x340q80.jpg_.webp,"Rs. 60,000",GR678HLEOKNJNAFAMZ-668566,"Gree Electric Appliances Inc. of Zhuhai was founded in 1991. It is an international air conditioning enterprise which has integrated R&D, manufacturing, marketing and service. It takes “Master of Core Technology” as the business concept and “To build a centenary enterprise” as the development target. It is leading the industry with its excellent product quality, advanced technologies and unique sales mode. So far, it has developed three brands, namely GREE, TOSOT and KINGHOME, with a wide product range which includes residential air conditioners, central air conditioners, air source water heaters, TOSOT home appliances, Kinghome refrigerators, etc.

Summer Would be Cooler than Ever!

This Inverter Split Air Conditioner will make this summer cooler than ever with it’s instant cooling and amazing efficiency. The amazing is at your service to keep the terrible heat out while providing terrific cooling in.

Super Cooling!

Experience winters in the scorching heat of summer! Yes, your unthinkable dream has been successfully translated into concrete reality, as this Air Conditioner at your very disposal, to make your life cooler and peaceful. This AC is certainly the right choice, is a reliable choice and the right pick for anyone who wants the best for their household.

Specifications
General Parameters
Ton:1
Heat Cool Technology
BTU: 12000
Main Parts
Compressor
Free Installation Services:

Free Installation is Only available on those items where Installation offer is displayed.
Free Installation is available in Karachi, Lahore & Islamabad Only

After the product has been delivered, you are welcome to contact one of our authorized service engineers to facilitate the installation. You can find details of the installation partners and their coverage areas in the link shared below. Installation TAT is typically 2-5 days depending on the location and the partner.

When booking an installation with one of our partners, you must always provide your order number. If any free installation offer is available, we will need the order number for identification.

Click on the link to avail free installation offer: https://www.daraz.pk/installation-services/",Gree,1 x GS-12LM-1 Ton Air Conditioner - White1 x Inner1 x Outer1 x Remote1 x Warranty Card,No,No,3 year Compressor 1 Year parts warranty,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Gree G10 Inverter 1.5 Ton (18000 BTU) GS-18CITH2/2G Split Air Conditioner,www.daraz.pk/products/gree-g10-inverter-15-ton-18000-btu-gs-18cith22g-split-air-conditioner-i110142015-s1260856850.html?search=1,https://static-01.daraz.pk/p/d48ea709afba75b40dc36ad77dd08c4b.jpg_340x340q80.jpg_.webp,"Rs. 94,499",110142015_PK-1260856850,"Specifications
BTU Capacity 1.5 Ton(18000BTU)
Compressor W 5300
Low Voltage Startup 150V
Eco Friendly Refrigerant R410A
Energy Efficient Class A+ 60% Electricity saving
Auto Voltage Adaptation 150V-260V
BTU/H Capacity (Cooling) 19100
Output Capacity (Cooling) 5600
Power Input (W) (Cooling) 2100
BTU/H Capacity (Heating) 22550
Output Capacity (Heating) 6600
Power Input (W) (Heating) 2200",Gree,"Inner Unit, Outer Unit, Remote, Batteries, Wall Mounts for Inner, Set of Screws, Installation Pipes, Manual(s), Warranty Card",No,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,G 10
Gree 1.5 Ton Dc Inverter Heat & Cool R-410A Air Conditioner - 18cith12G,www.daraz.pk/products/gree-15-ton-dc-inverter-heat-cool-r-410a-air-conditioner-18cith12g-i15879413-s125858420.html?search=1,https://static-01.daraz.pk/p/52faed827238e1a37f4f0e36be901140.jpg_340x340q80.jpg_.webp,"Rs. 86,990",GR678HL00ZUYQNAFAMZ-5098861,"Inverter technology R410A
Energy efficient
Brand Warranty
Noiseless Operation
Easy maintenance
Brand warranty
Elegant Body style",Gree,"1 x Indoor,1 x Outdoor,1 x Remote Controller,1 x Warranty Card",No,No,1 year parts warranty,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A
AC Gree GS-12CITH13M Inverter 1 Ton (Wifi) Split 60% to 70% Energy Saving,www.daraz.pk/products/ac-gree-gs-12cith13m-inverter-1-ton-wifi-split-60-to-70-energy-saving-i115570453-s1267506144.html?search=1,https://static-01.daraz.pk/p/a40e791279674cc29fd7689be7ef7708.jpg_340x340q80.jpg_.webp,"Rs. 73,910",115570453_PK-1267506144,"Specifications
Title GS-12CITH13M/12W
Capacity 12000 BTU
Compressor W 3517
BTU/H Cooliing Capacity (H/S/L): 12970/12000/4172
Cooling Output Capacity (W) (H/S/L): 3800/3500/1220
Cooling Power Input (W) (H/S/L): 1560/1060/295
EER 3.74
BTU/H Heating Capacity (H/S/L): 14660/13650/4480
Heating Cooling Output Capacity (W) (H/S/L): 4740/4000/1310
Heating Power Input (W) (H/S/L): 1420/1100/330",Gree,"Inner Unit, Outer Unit, Remote, Batteries, Wall Mounts for Inner, Set of Screws, Installation Pipes, Manual(s), Warranty Card",Yes,Yes,N/A,",Wifi Connected,Auto Cleaning,Fast Cooling,Silent Mode,Sensor Control","Inverter,Wifi Connected,Auto Cleaning,Fast Cooling,Silent Mode,Sensor Control",Multi Split System 4,Energy Saving 60% to 70%,12000,186 sqft,3512,GS-12CITH13M
Gree - Air Conditioner - 1.0 Ton White GS-12LMH8L,www.daraz.pk/products/ac-gree-air-conditioner-10-ton-white-gs-12lm09l-i115646538-s1267582439.html?search=1,https://static-01.daraz.pk/p/9b2c753655e5ed71b0646391efc5a228.jpg_340x340q80.jpg_.webp,"Rs. 58,500",115646538_PK-1267582439,"1.0TON (12000 BTU) – SLVS – GS-12LM9LMEM
SERIES:LOMO
CAPACITY:1.0TON (12000 BTU)
TYPE: NON-INVERTER
GREE Fix Speed Air Condtioners are unique in their category, filled with R410a which makes them energy efficient and enable to operate on a low voltage",Gree,"Inner Unit, Outer Unit, Remote, Batteries, Wall Mounts for Inner, Set of Screws, Installation Pipes, Manual(s), Warranty Card",Yes,Yes,N/A,No,"Fast Cooling,Silent Mode",Multi Split System 2,R410A Gas 50% Energy Saving,12000,30-90 sq meters,1150,GS-12LM09L
Gree non-Inverter Split Air conditioner 1 ton GS-12LMH5LMEM,www.daraz.pk/products/gree-non-inverter-split-air-conditioner-1-ton-gs-12lmh5lmem-i109470364-s1259698794.html?search=1,https://static-01.daraz.pk/p/9ef2a3e42ce267e9ef61957252b07b2b.jpg_340x340q80.jpg_.webp,"Rs. 52,500",109470364_PK-1259698794,Gree Fully noninverter Ac (1 Touch UPS),Gree,Ac,Yes,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,GS-12LMH5LMEM
AC Gree GS-18LITH12W/O Inverter 1.5 Ton Heat & Cool Split 60% to 70% Energy Saving,www.daraz.pk/products/ac-gree-gs-18lith12wo-inverter-15-ton-heat-cool-split-60-to-70-energy-saving-i109810609-s1260272944.html?search=1,https://static-01.daraz.pk/p/191208569b9b55297bc8a4024944559a.jpg_340x340q80.jpg_.webp,"Rs. 95,499",109810609_PK-1260272944,"Specifications
Title GS-18LITH12W/O
Capacity 18000 BTU
BTU/H Cooliing Capacity (H/S/L): 12970/18000/4172
Cooling Output Capacity (W) (H/S/L): 3800/3500/1220
Cooling Power Input (W) (H/S/L): 1560/1060/295
EER 3.74
BTU/H Heating Capacity (H/S/L): 14660/13650/4480
Heating Cooling Output Capacity (W) (H/S/L): 4740/4000/1310
Heating Power Input (W) (H/S/L): 1420/1100/330",Gree,"Inner Unit, Outer Unit, Remote, Batteries, Wall Mounts for Inner, Set of Screws, Installation Pipes, Manual(s), Warranty Card",Yes,Yes,N/A,Yes,"Inverter,Air Direction Control,Auto Cleaning,Fast Cooling,Silent Mode",Multi Split System 4,Energy Saving 60% to 70%,18000,186 sqft,1050,GS-18LITH12W/O
